"Famille";"Catégories";"Nom";"Description";"Prix";"Poids";"NT";"Fabricant";"Compétences / Attributs";"Bonus";"Niv Max";"Nation";"Dommage";"Choc";"Portée";"FOR";"Init";"Mode de tir";"Mun.(Coût)";"CAL.";"DIS (M.Noir)";"Compétence associée";"Protection";"Choc*";"Localisations";"Catégorie de malus";"Contenance";"Etanchéité";"Armes eligible";"Effets Munitions"
"Protections";"Armure simple";"Armure de sécurité Oméga";"Ce sont des armures intégrales, qui bénéficient des dernières innovations technologiques permettant d’alléger les structures. Le modèle Oméga, le plus lourd, intègre toutefois un exosquelette léger et des mini-servomoteurs pour faciliter son utilisation (mais n’apporte aucun bonus supplémentaire). On peut même doter ces armures de systèmes que l’on ne trouve d’habitude que sur les armures mécanisées. Totalement isolées et étanches, elles peuvent être utilisées dans un environnement hostile.";35000;;"III";;;;;;;;;15;;;;;"-5 (1)";;23;10;"T/C/B/J";"D";;;;
"Protections";"Armure simple";"Armure hydratante";"Ces armures sont de plus en plus répandues. Outre une légère protection, elles assurent à leur porteur une hydratation régulière. On peut ainsi se passer de boire plus longtemps (un individu peut tenir deux fois plus longtemps sans eau) et résiste beaucoup mieux à la chaleur. Attention, cette armure n’offre toutefois aucune protection supplémentaire contre le feu. Elle est bien entendu extrêmement appréciée des hybrides. Le système d’hydratation doit être changé toutes les 48 heures (cela coûte 60 sols).";1200;;"II";;;;;;;;;"-";;;;;"10 (15)";;5;"-";"T/C/B/J";"C";;;;
"Protections";"Armure simple";"Protection en cuir moléculaire";"Ces tenues de cuir très légères sont fabriquées grâce à la technologie moléculaire, qui permet de renforcer artificiellement la résistance d’une matière.";9000;;"III";;;;;;;;;"-";;;;;"15 (20)";;7;"-";"C/B/J";"B";;;;
"Protections";"Armure simple";"Protection en cuir moléculaire Mk. II";"Ces tenues de cuir très légères sont fabriquées grâce à la technologie moléculaire, qui permet de renforcer artificiellement la résistance d’une matière.";10000;;"III";;;;;;;;;"-";;;;;"16 (20)";;7;"-";"C/B/J";"A";;;;
"Protections";"Protection";"Protection en fibres polytitane";;20000;;"III";;;;;;;;;10;;;;;"1 (5)";;16;5;"T/C/B/J";"D";;;;
"Protections";"Protection";"Protection Spider";"Cette protection remplace celle du livre de base. Ce modèle commun, fabriqué par Galen Klauss, est fait de fibres très résistantes, mêlées à des fibres de titane et de toiles d’araignées synthétiques. Léger et discret - on peut porter facilement le gilet sous des vêtements légers -, il est très apprécié de ceux qui recherchent un moyen de protection discret (services de sécurité, gardes du corps, personnel diplomatique, etc.). Le gilet coûte 3 000 sols.";9000;"1 kg";"III";"Galen-Klauss";;;;"Indépendant";;;;"-";;;;;"-5 (1)";;9;3;"C/B/J";"B";;;;
"Protections";"Armure simple";"Protector 201";"Tenue de protection militaire standard : tenue en fibres de plastinase renforcée par des plaques de blindage protégeant les bras, le devant des cuisses et le torse. Le casque est également blindé. Comme ces plaques ne recouvrent pas entièrement le soldat, il est possible de viser une zone non protégée. Les tenues standard sont généralement équipées d’un régulateur thermique, d’un recycleur d’eau, d’un respirateur de secours et d’un système de visée sur visière équipé d’infrarouge.";5800;"6,4 kg";"III";"Meklar";;;;"Hégémonie";;;;10;;;;;"-5 (1)";;14;4;"T/C/B/J";"C";;;;
"Protections";"Protection";"Robe des Ordonnateurs";"Ces robes de bure sont faites en tissu moléculaire, renforcés par du polytitane souple. Elles n’encombrent absolument pas leur porteur.";28000;;"III";;;;;;;;;"-";;;;;"-5 (1)";;10;2;"C/B/J";"S";;;;
"Protections";"Armure simple";"Roga I";"C’est l’armure de protection portée par les Gardes Rouges. L’armure couvre tout le corps. La tête est protégée par un bonnet matelassé qui se place sous le casque.";8000;"6 kg";"II";"Véga";;;;"Ligue rouge";;;;"-";;;;;"5 (10)";;10;7;"T/C/B/J";"C";;;;
"Protections";"Armure simple";"Roga II";"C’est l’armure de protection utilisée par la Garde Pourpre. Elle est plus lourde que le modèle Roga I. Elle est renforcée de plaques de blindage aux endroits sensibles : torse, ventre, cuisses. Le casque est généralement blindé également.";12000;"8 kg";"II";"Véga";;;;"Ligue rouge";;;;"-";;;;;"5 (10)";;11;7;"T/C/B/J";"D";;;;
"Protections";"Protection";"Sancta";"Tenue des Protecteurs du Temple : tenue ultra-moderne issue d’une technologie généticienne. Très légère, blindée sur la tête et le torse, elle offre une excellente protection sans trop pénaliser son porteur. Ces armures sont, en plus, extrêmement belles, riches en couleurs et en ornements brodés d’or et d’argent.";13000;"3 kg";"V";"Inconnu";;;;"Hégémonie";;;;6;;;;;"-10 (-5)";;10;5;"T/C/B/J";"D";;;;
"Protections";"Armure simple";"Sec II";"Tenue anti-émeute : c’est également la tenue très classique des troupes anti-émeutes.";1200;"6 kg";"III";"Néo-Tech";;;;"Hégémonie";;;;"-";;;;;"10 (15)";;7;6;"T/C/B/J";"D";;;;
"Protections";"Tenue";"Tenue NBC";"Les tenues NBC (nucléaire, bactériologique, chimique) permettent à un individu sans armure pressurisée d’être partiellement protégé contre les radiations (équivalent d’un bouclier anti-radiation +4), mais aussi contre les gaz et les armes chimiques. Chaque tenue est complétée par un masque à gaz.";2900;"1,2 kg";"II";"Véga";;;;"Ligue rouge";;;;"-";;;;;"10 (15)";;0;0;"T/C/B/J";"D";;;;
"Protections";"Armure simple";"Tenue sécurité Kevlar";"C’est la tenue de base des forces de sécurité des Veilleurs. Elle est renforcée d’un treillis métallique et de plaques protégeant les endroits sensibles.";14000;"5,5 kg";"II";"Gladius";;;;"Veilleurs";;;;12;;;;;"5 (10)";;15;4;"T/C/B/J";"D";;;;
"Protections";"Tenue";"Bottes de saut NTII";"Les bottes de saut permettent à un individu de se déplacer un peu plus vite et d’effectuer des bonds plus importants. Le fantassin peut contracter le dispositif pour augmenter sa foulée ou effectuer un bond. Pour l’atterrissage, le bond nécessite un jet d’Acrobatie/Équilibre avec une difficulté de 2. La distance de base que l’on peut sauter en hauteur et en longueur est indiquée ci-contre. On peut sauter plus loin, mais la difficulté du jet d’atterrissage sera augmentée d’une pénalité de +1 par distance supplémentaire (indiquée entre parenthèses). Mais à chaque fois qu’on excède la distance, il y a un risque d’endommager l’appareil : ce risque est de 1 chance sur 20 par distance en excès. Si l’appareil est endommagé, il perd 1 point d’intégrité, le bonus en Athlétisme est réduit de 1 point et la distance de saut est réduite à la valeur entre parenthèses. Les bottes sont généralement prévues pour un poids standard (le plus souvent 100 kg). Si ce poids est dépassé, les capacités de l’appareil peuvent être réduites (comme s’il était endommagé : -1 Athlétisme et distance de saut réduite à la valeur entre parenthèses, par 10% de poids en plus). Un poids inférieur augmente les capacités de l’appareil de 1 point et d’une valeur entre parenthèses pour la distance de saut.";4000;"2,9 kg";"II";"Kricket";"Athlétisme";1;;"Ligue Rouge";;;;"-";;;;;"5(10)";;;;"J";;;;;
"Protections";"Tenue";"Bottes de saut NTIII";"Les bottes de saut permettent à un individu de se déplacer un peu plus vite et d’effectuer des bonds plus importants. Le fantassin peut contracter le dispositif pour augmenter sa foulée ou effectuer un bond. Pour l’atterrissage, le bond nécessite un jet d’Acrobatie/Équilibre avec une difficulté de 2. La distance de base que l’on peut sauter en hauteur et en longueur est indiquée ci-contre. On peut sauter plus loin, mais la difficulté du jet d’atterrissage sera augmentée d’une pénalité de +1 par distance supplémentaire (indiquée entre parenthèses). Mais à chaque fois qu’on excède la distance, il y a un risque d’endommager l’appareil : ce risque est de 1 chance sur 20 par distance en excès. Si l’appareil est endommagé, il perd 1 point d’intégrité, le bonus en Athlétisme est réduit de 1 point et la distance de saut est réduite à la valeur entre parenthèses. Les bottes sont généralement prévues pour un poids standard (le plus souvent 100 kg). Si ce poids est dépassé, les capacités de l’appareil peuvent être réduites (comme s’il était endommagé : -1 Athlétisme et distance de saut réduite à la valeur entre parenthèses, par 10% de poids en plus). Un poids inférieur augmente les capacités de l’appareil de 1 point et d’une valeur entre parenthèses pour la distance de saut.";6000;"2,5 kg";"III";"Kricket";"Athlétisme";2;;"Ligue Rouge";;;;"-";;;;;"1(5)";;;;"J";;;;;
"Protections";"Tenue";"Bottes de saut NTIV";"Les bottes de saut permettent à un individu de se déplacer un peu plus vite et d’effectuer des bonds plus importants. Le fantassin peut contracter le dispositif pour augmenter sa foulée ou effectuer un bond. Pour l’atterrissage, le bond nécessite un jet d’Acrobatie/Équilibre avec une difficulté de 2. La distance de base que l’on peut sauter en hauteur et en longueur est indiquée ci-contre. On peut sauter plus loin, mais la difficulté du jet d’atterrissage sera augmentée d’une pénalité de +1 par distance supplémentaire (indiquée entre parenthèses). Mais à chaque fois qu’on excède la distance, il y a un risque d’endommager l’appareil : ce risque est de 1 chance sur 20 par distance en excès. Si l’appareil est endommagé, il perd 1 point d’intégrité, le bonus en Athlétisme est réduit de 1 point et la distance de saut est réduite à la valeur entre parenthèses. Les bottes sont généralement prévues pour un poids standard (le plus souvent 100 kg). Si ce poids est dépassé, les capacités de l’appareil peuvent être réduites (comme s’il était endommagé : -1 Athlétisme et distance de saut réduite à la valeur entre parenthèses, par 10% de poids en plus). Un poids inférieur augmente les capacités de l’appareil de 1 point et d’une valeur entre parenthèses pour la distance de saut.";8000;"2,2 kg";"IV";"Kricket";"Athlétisme";4;;"Ligue Rouge";;;;"-";;;;;"-5(1)";;;;"J";;;;;
"Protections";"Tenue";"Bottes de saut NTV";"Les bottes de saut permettent à un individu de se déplacer un peu plus vite et d’effectuer des bonds plus importants. Le fantassin peut contracter le dispositif pour augmenter sa foulée ou effectuer un bond. Pour l’atterrissage, le bond nécessite un jet d’Acrobatie/Équilibre avec une difficulté de 2. La distance de base que l’on peut sauter en hauteur et en longueur est indiquée ci-contre. On peut sauter plus loin, mais la difficulté du jet d’atterrissage sera augmentée d’une pénalité de +1 par distance supplémentaire (indiquée entre parenthèses). Mais à chaque fois qu’on excède la distance, il y a un risque d’endommager l’appareil : ce risque est de 1 chance sur 20 par distance en excès. Si l’appareil est endommagé, il perd 1 point d’intégrité, le bonus en Athlétisme est réduit de 1 point et la distance de saut est réduite à la valeur entre parenthèses. Les bottes sont généralement prévues pour un poids standard (le plus souvent 100 kg). Si ce poids est dépassé, les capacités de l’appareil peuvent être réduites (comme s’il était endommagé : -1 Athlétisme et distance de saut réduite à la valeur entre parenthèses, par 10% de poids en plus). Un poids inférieur augmente les capacités de l’appareil de 1 point et d’une valeur entre parenthèses pour la distance de saut.";10000;"1,7 kg";"V";"Systèmes Surface";"Athlétisme";6;;"Alliance Polaire";;;;"-";;;;;"-15(-10)";;;;"J";;;;;
"Protections";"Tenue";"Bottes de saut NTVI";"Les bottes de saut permettent à un individu de se déplacer un peu plus vite et d’effectuer des bonds plus importants. Le fantassin peut contracter le dispositif pour augmenter sa foulée ou effectuer un bond. Pour l’atterrissage, le bond nécessite un jet d’Acrobatie/Équilibre avec une difficulté de 2. La distance de base que l’on peut sauter en hauteur et en longueur est indiquée ci-contre. On peut sauter plus loin, mais la difficulté du jet d’atterrissage sera augmentée d’une pénalité de +1 par distance supplémentaire (indiquée entre parenthèses). Mais à chaque fois qu’on excède la distance, il y a un risque d’endommager l’appareil : ce risque est de 1 chance sur 20 par distance en excès. Si l’appareil est endommagé, il perd 1 point d’intégrité, le bonus en Athlétisme est réduit de 1 point et la distance de saut est réduite à la valeur entre parenthèses. Les bottes sont généralement prévues pour un poids standard (le plus souvent 100 kg). Si ce poids est dépassé, les capacités de l’appareil peuvent être réduites (comme s’il était endommagé : -1 Athlétisme et distance de saut réduite à la valeur entre parenthèses, par 10% de poids en plus). Un poids inférieur augmente les capacités de l’appareil de 1 point et d’une valeur entre parenthèses pour la distance de saut.";12000;"1 kg";"VI";"Alliance Azure";"Athlétisme";8;;"Alliance Azure";;;;"-";;;;;"Introuvable";;;;"J";;;;;
"Protections";"Tenue";"Vêtement moléculaire";"Il s’agit d’un simple vêtement - veste, pantalon, combinaison, etc. - qui a été renforcé par un traitement moléculaire. Un tel vêtement n’encombre pas son porteur.";2000;;"III";;;;;;;;;"-";;;;;"5 (10)";;3;"-";"T/C/B/J";"S";;;;
"Protections";"Tenue";"Vêtements épais";"Un vêtement de protection en cuir épais et solide.";"-";;"-";;;;;;;;;"-";;;;;"-";;3;"-";"T/C/B/J";"B";;;;
"Protections";"Tenue";"Vêtements épais Mk. II";"Un vêtement de protection en cuir épais et solide.";"-";;"-";;;;;;;;;"-";;;;;"-";;3;"-";"T/C/B/J";"A";;;;
